record_id,user_id_hash,timestamp,sentiment_score,sentiment_label,confidence,mental_health_indicators,keywords_detected,processing_timestamp,model_version
84d65e2049a72dab6443cb5b329269b0e1813c6b4a47b0bc8fd068fcc0991996,5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,2025-10-07T22:34:17.608959,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616393,distilbert-base-uncased-finetuned-sst-2-english
c673347bcd06788585921d73d2f22c907c46dcf70a1caa29ed9ff3bf65c0d13a,4e68080fa36fa9eea3a8bc7413f23bbf0a28b18d0d899217da3225f9cf4ae376,2025-10-07T22:34:17.608888,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616407,distilbert-base-uncased-finetuned-sst-2-english
8304942d9bcb5979b858cc474569e70eae8ecc4f7e00f65a68d0916af6a5323b,51694e6d3e79a736434de2ec500193d27807f3d5a61188b2601a29d2a78186ed,2025-10-07T22:34:17.608819,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616414,distilbert-base-uncased-finetuned-sst-2-english
c2cb3243aacf50282ff7f5e70800de34469113d69786e7e522a10c38009d79b0,316318127caa71c1fa482202c7f24a2961c2737caee0d69f973892ab78d6d3bb,2025-10-07T22:34:17.608742,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616419,distilbert-base-uncased-finetuned-sst-2-english
b4923570942cc60a5a04903b6e2550afd6461946b4295eafb50ef3b82a166431,a8f5206313287ac51f63be6ac16d2badd9d2d71b781af7d0ddfa9e7f05df0a1b,2025-10-07T22:34:17.608679,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616424,distilbert-base-uncased-finetuned-sst-2-english
86a0649b5f865ce706b5829feeef81480085cadb4bcc18ed6d0b67340483a7cc,5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,2025-10-07T22:34:17.608613,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616429,distilbert-base-uncased-finetuned-sst-2-english
864f181fa761e7eea189a3c9f78ee71bdf1fdab5763419b6f545c21f29d92ef0,4e68080fa36fa9eea3a8bc7413f23bbf0a28b18d0d899217da3225f9cf4ae376,2025-10-07T22:34:17.608552,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616434,distilbert-base-uncased-finetuned-sst-2-english
d59a91daf43903e5e9b2a88a34193a1cf3b11f7e03d814c2d4f3ef1fbef69612,51694e6d3e79a736434de2ec500193d27807f3d5a61188b2601a29d2a78186ed,2025-10-07T22:34:17.608493,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616438,distilbert-base-uncased-finetuned-sst-2-english
78f99c8b5ff6f89ad011774c4fac9af1779b1cc9603a8366862178f5c91e0cad,316318127caa71c1fa482202c7f24a2961c2737caee0d69f973892ab78d6d3bb,2025-10-07T22:34:17.608432,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616443,distilbert-base-uncased-finetuned-sst-2-english
56792668be79aaed43d47e91c892c40a247d4d7123de4aa60a58bd18959ceb93,a8f5206313287ac51f63be6ac16d2badd9d2d71b781af7d0ddfa9e7f05df0a1b,2025-10-07T22:34:17.608370,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616447,distilbert-base-uncased-finetuned-sst-2-english
80663681de1ae26f197aa54028036ae658d4689fe659d93999c52caa79707c86,5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,2025-10-07T22:34:17.608309,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616452,distilbert-base-uncased-finetuned-sst-2-english
5dacaeeaa7ef58f21d9915b8ee8f9664c0665890f7e35b83bf76038ec0d29020,4e68080fa36fa9eea3a8bc7413f23bbf0a28b18d0d899217da3225f9cf4ae376,2025-10-07T22:34:17.608247,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616457,distilbert-base-uncased-finetuned-sst-2-english
711e8b296d8297e7923dc337896f2c6a1ec8017970c3244c91c9e785dceee54f,51694e6d3e79a736434de2ec500193d27807f3d5a61188b2601a29d2a78186ed,2025-10-07T22:34:17.608185,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616461,distilbert-base-uncased-finetuned-sst-2-english
24f27b153446c80638de60062f9a0b9ecb16455876d2db741b489e858dcd9762,316318127caa71c1fa482202c7f24a2961c2737caee0d69f973892ab78d6d3bb,2025-10-07T22:34:17.608118,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616465,distilbert-base-uncased-finetuned-sst-2-english
d7c6b6e844845d44ff42cc2ad962bad3a4bbdf177dc64a8e07eb48f3263785e2,a8f5206313287ac51f63be6ac16d2badd9d2d71b781af7d0ddfa9e7f05df0a1b,2025-10-07T22:34:17.608051,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616470,distilbert-base-uncased-finetuned-sst-2-english
ccfb03c957383cdc6cde22ede65aa7d94e8d02e3ad658b17bf7507e0055e8068,5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,2025-10-07T22:34:17.607982,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616474,distilbert-base-uncased-finetuned-sst-2-english
309b4dc50f22a0c49594f73aebced4ec013f8076b5cf61295082acf7eed08dd9,4e68080fa36fa9eea3a8bc7413f23bbf0a28b18d0d899217da3225f9cf4ae376,2025-10-07T22:34:17.607825,0.0778961181640625,very_negative,0.844207763671875,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 1.0}",['overwhelmed'],2025-10-07T22:34:28.616478,distilbert-base-uncased-finetuned-sst-2-english
f974df649baeed7117304320e91c2103aae6b0b6444974caf72c890e9efe3388,75995947755fa76d56886efd30cb1c5f3e8e60145161dcb2ec0d33e4410c25cf,2025-10-06T22:34:17.608961,0.9999365210533142,very_positive,0.9998730421066284,"{'stress_score': 0.0, 'anxiety_score': 0.0, 'depression_score': 0.0, 'burnout_score': 0.0}",[],2025-10-07T22:34:28.616485,distilbert-base-uncased-finetuned-sst-2-english
